,video,frame,featureName,x,y
1353,35,26,grin,13.465405,6.2378755
1354,35,27,grin,13.593532,5.923968
1355,35,28,grin,13.568478,5.9835315
1356,35,29,grin,13.484378,6.2520466
1357,35,30,grin,11.65669,7.7720766
1358,35,31,grin,11.032393,8.092714
1359,35,32,grin,10.984265,8.078568
1360,35,33,grin,11.117905,8.156485
1361,35,34,grin,11.121678,8.249521
1362,35,35,grin,11.091335,8.260264
1363,35,36,grin,10.498149,8.401052
1364,35,37,grin,10.481349,8.2540865
1365,35,38,disgust,10.44069,7.5768723
1366,35,39,pleased,10.326415,7.7604055
1367,35,40,pleased,10.563174,8.326698
1368,35,41,pleased,10.297902,7.9480767
1369,35,42,disgust,10.212852,7.604316
1370,35,43,disgust,9.999963,6.5597286
1371,35,44,disgust,9.769655,6.5212717
1372,35,45,contempt,9.45965,6.3488107
1373,35,46,contempt,9.077909,6.182582
1374,35,47,contempt,7.854258,5.8231654
1375,35,48,contempt,7.7007594,5.842774
1376,35,49,contempt,7.920924,5.8408165
1377,35,50,grin,9.803525,6.016808
1378,35,51,grin,10.164196,7.168262
1379,35,52,grin,10.400921,8.098109
1380,35,53,grin,10.477523,8.16289
1381,35,54,grin,10.526292,8.026086
1382,35,55,grin,11.076754,7.8239927
1383,35,56,grin,11.785718,7.51213
1384,35,57,grin,10.117454,7.3107243
1385,35,58,disgust,9.798836,7.2610497
1386,35,59,disgust,9.716084,7.262711
1387,35,60,disgust,9.729625,7.22827
1388,35,61,grin,9.789025,7.1369047
1389,35,62,grin,9.691749,7.0402684
1390,35,63,grin,9.672917,7.2189083
1391,35,64,grin,9.19709,9.169541
1392,35,65,grin,9.211557,9.145205
1393,35,66,grin,11.497459,7.1390924
1394,35,67,grin,11.662316,6.9878063
1395,35,68,grin,11.6287775,6.9482627
1396,21,1,disappointed,9.586965,8.460626
1397,21,2,pleased,11.939491,8.702276
1398,21,3,pleased,11.905992,8.723587
1399,21,4,pleased,8.126042,9.06707
1400,21,5,pleased,8.0881605,9.080363
1401,21,6,contempt,8.101362,9.0874195
1402,21,7,contempt,8.04609,9.047844
1403,21,8,contempt,8.063906,9.011861
1404,21,9,contempt,8.053011,9.021243
1405,21,10,contempt,8.046852,8.996377
1406,21,11,contempt,8.075223,8.932987
1407,21,12,upset,8.946612,9.432726
1408,21,13,upset,8.984119,9.295433
1409,21,14,upset,8.958543,9.240686
1410,21,15,contempt,11.153709,8.390308
1411,21,16,contempt,11.161643,8.42763
1412,21,17,disappointed,11.090141,8.39866
1413,21,18,disappointed,8.230859,8.793736
1414,21,19,pleased,8.07875,8.91811
1415,21,20,pleased,8.038923,8.995401
1416,21,21,pleased,8.038922,9.033474
1417,21,22,pleased,8.128315,9.066728
1418,21,23,upset,9.3595085,9.761462
1419,21,24,upset,9.199735,9.761711
1420,21,25,upset,8.944898,9.754952
1421,21,26,upset,8.369277,10.058493
1422,21,27,upset,8.134765,10.760964
1423,21,28,upset,8.108677,10.862505
1424,21,29,disgust,8.083541,10.879063
1425,21,30,disgust,8.062413,10.914359
1426,21,31,disgust,8.110034,10.883358
1427,21,32,upset,8.5372925,10.750149
1428,21,33,upset,8.722071,10.737344
1429,21,34,upset,8.831478,10.362448
1430,21,35,upset,8.863634,10.446152
1431,21,36,upset,8.82766,10.537814
1432,21,37,upset,8.752848,10.736965
1433,21,38,upset,8.837938,10.662451
1434,21,39,upset,8.797355,10.6027155
1435,21,40,upset,8.794463,10.491415
1436,21,41,upset,8.802277,10.067228
1437,21,42,upset,8.808179,10.003378
1438,21,43,upset,8.820922,10.017136
1439,21,44,upset,8.8705,10.097559
1440,21,45,upset,8.949538,10.318226
1441,21,46,upset,9.029907,10.403183
1442,21,47,upset,9.152545,10.387505
1443,21,48,upset,9.379621,10.458175
1444,21,49,upset,9.773834,10.440467
1445,21,50,upset,9.890023,10.445424
1446,21,51,upset,9.899987,10.35465
1447,21,52,upset,11.333767,9.453838
1448,21,53,upset,11.381628,9.429267
1449,21,54,upset,11.418178,9.439987
1450,21,55,upset,11.396615,9.412191
1451,21,56,upset,11.263355,9.404407
1452,21,57,sad,11.128614,9.509226
1453,21,58,sad,11.067487,9.614597
1454,21,59,disgust,11.016492,9.645821
1455,21,60,disgust,11.023005,9.664177
1456,21,61,disappointed,11.017358,9.644815
1457,21,62,disappointed,11.040828,9.642197
1458,21,63,disappointed,11.02419,9.65616
1459,21,64,disappointed,11.013019,9.682962
1460,21,65,disappointed,10.99907,9.624049
1461,21,66,disappointed,9.783968,8.513361
1462,21,67,sad,9.700348,8.473662
1463,21,68,contempt,9.605954,8.426823
1464,21,69,contempt,7.884004,8.50684
1465,21,70,contempt,5.2363014,4.436699
1466,21,71,contempt,5.138655,3.980675
1467,21,72,contempt,5.0433064,3.8030913
1468,21,73,contempt,5.0047994,3.7222943
1469,21,74,contempt,4.9058084,3.645679
1470,21,75,contempt,5.002083,3.7407007
1471,21,76,contempt,4.9864087,3.7305129
1472,21,77,contempt,4.992574,3.7327266
1473,21,78,contempt,4.944378,3.6845424
1474,21,79,contempt,5.0019345,3.7309394
1475,21,80,contempt,5.0540247,3.7685473
1476,21,81,contempt,5.018702,3.7432306
1477,21,82,contempt,5.0528994,3.777657
1478,21,83,contempt,5.082823,3.822377
1479,21,84,contempt,5.0760326,3.8352568
1480,21,85,contempt,5.119494,3.9033878
1481,21,86,contempt,5.0899835,3.8683975
1482,21,87,contempt,5.1013303,3.9073567
1483,21,88,contempt,5.050413,3.825586
1484,21,89,contempt,5.1526294,4.503404
1485,21,90,contempt,5.1387963,4.4928203
1486,21,91,contempt,5.140871,4.4816356
1487,21,92,contempt,4.932308,3.6871662
1488,21,93,contempt,4.9218373,3.6656346
1489,21,94,contempt,4.839948,3.5812113
1490,21,95,contempt,4.9108925,3.6523273
1491,21,96,contempt,4.9190216,3.6613684
1492,21,97,contempt,4.921091,3.664644
1493,21,98,contempt,4.912077,3.6585934
1494,21,99,contempt,4.927725,3.685133
1495,21,100,laughing,5.082184,4.5664425
1496,21,101,sad,3.2344291,6.575993
1497,21,102,sad,3.1329768,6.3120775
1498,21,103,contempt,2.8516493,6.11189
1499,21,104,contempt,2.852364,6.1302915
1500,21,105,contempt,2.9264622,6.3600054
1501,21,106,contempt,2.5286162,6.6934943
1502,21,107,contempt,2.5251846,6.7221828
1503,21,108,contempt,2.5000424,6.71761
1504,21,109,pleased,2.5025191,6.7094755
1505,21,110,pleased,2.5103645,6.7030416
1506,21,111,sad,3.331012,6.9184213
1507,21,112,angry,3.4320643,6.98091
1508,21,113,angry,3.4478292,7.0133348
1509,21,114,pleased,2.5123627,6.785211
1510,21,115,contempt,2.4283845,6.694836
1511,21,116,contempt,2.4473302,6.72329
1512,21,117,contempt,2.9392395,6.5885944
1513,21,118,contempt,3.6281867,6.2663693
1514,21,119,contempt,3.8542306,6.086823
1515,21,120,disgust,4.0000196,6.046146
1516,21,121,disgust,4.1033707,6.0644484
1517,21,122,disgust,4.2609286,6.1126213
1518,21,123,pleased,4.3762555,6.379765
1519,21,124,pleased,4.3222356,6.3339214
1520,21,125,pleased,4.2766056,6.3724804
1521,21,126,pleased,4.074626,6.3565617
1522,21,127,pleased,3.2456214,6.806523
1523,21,128,pleased,3.1561887,6.7378793
1524,21,129,pleased,2.9364693,6.6353474
1525,21,130,pleased,2.9284143,6.6128716
1526,21,131,pleased,2.9435697,6.5255265
1527,21,132,pleased,2.974311,6.382607
1528,21,133,contempt,3.0170903,6.423557
1529,21,134,pleased,3.1761243,6.4337697
1530,21,135,pleased,3.1773727,6.488861
1531,21,136,pleased,2.7805614,6.1336145
1532,21,137,disgust,2.774523,6.0634856
1533,21,138,disgust,2.7719114,6.069811
1534,21,139,disgust,2.7655177,6.059345
1535,21,140,disgust,2.764857,6.07476
1536,21,141,pleased,2.7772372,6.0846395
1537,21,142,pleased,2.7589395,6.1114388
1538,21,143,contempt,2.757159,6.231455
1539,21,144,contempt,3.6487179,6.8300343
1540,21,146,contempt,3.4651413,6.735715
1541,21,147,contempt,2.7617073,6.4089284
1542,21,148,contempt,2.5081022,6.591344
1543,21,149,contempt,2.3740492,6.678282
1544,21,150,contempt,2.3783872,6.678697
1545,21,151,contempt,2.3555357,6.648708
1546,21,152,contempt,2.3619785,6.6674047
1547,21,153,contempt,2.393471,6.682279
1548,21,154,contempt,2.3916671,6.654235
1549,21,155,pleased,4.4234605,9.217675
1550,21,156,sad,4.465121,9.253467
1551,21,157,sad,4.5764,9.263932
1552,21,158,contempt,2.8482814,6.822003
1553,21,159,contempt,5.936373,8.479142
1554,21,160,contempt,6.2490234,8.60843
1555,21,161,sad,11.299995,8.364922
1556,21,162,pleased,11.022947,8.360217
1557,21,163,pleased,11.025434,8.59578
1558,21,164,pleased,10.999714,8.391605
1559,21,165,pleased,10.848878,8.518846
1560,21,166,upset,8.862374,9.91501
1561,21,167,upset,8.904804,9.854771
1562,21,168,upset,8.847104,9.783053
1563,21,169,upset,8.859748,9.4694805
1564,21,170,upset,8.831942,9.452811
1565,21,171,upset,8.585664,9.493652
1566,21,172,upset,8.369901,9.463234
1567,21,173,upset,8.224526,9.410123
1568,21,174,upset,8.184263,9.353668
1569,21,175,contempt,8.176309,9.259806
1570,21,176,contempt,8.104056,9.143178
1571,21,177,disgust,8.979538,9.310934
1572,21,178,disgust,8.955909,9.356614
1573,21,179,disgust,8.943786,9.352353
1574,21,180,contempt,7.841915,8.547328
1575,21,181,contempt,7.8073983,8.505374
1576,21,182,contempt,7.615576,8.447411
1577,21,183,contempt,7.599266,8.43862
1578,21,184,contempt,7.627621,8.435561
1579,21,185,contempt,7.721027,8.508856
1580,21,186,contempt,7.80254,8.544193
1581,21,187,contempt,7.849799,8.485921
1582,21,188,sad,8.044417,8.248403
1583,21,190,sad,8.024041,8.268717
1584,21,191,contempt,7.851236,8.5136175
1585,21,192,contempt,7.875493,8.597723
1586,21,193,contempt,7.914466,8.795437
1587,21,194,disgust,7.7907486,8.913245
1588,21,195,pleased,7.817334,8.912787
1589,21,196,pleased,7.840013,8.955234
1590,21,197,pleased,7.881629,8.984226
1591,21,198,pleased,7.8614407,8.941783
1592,21,199,pleased,8.811403,9.422552
1593,21,200,pleased,8.873925,9.333795
1594,21,201,pleased,8.807885,9.364442
1595,21,202,contempt,7.7913113,8.930549
1596,21,203,contempt,7.8138475,8.934943
1597,21,204,contempt,7.8084264,8.9294
1598,21,205,contempt,7.8476686,9.004343
1599,21,206,pleased,7.9804554,9.20063
1600,21,207,disgust,8.044518,9.299064
1601,21,208,disgust,8.021003,9.235349
1602,21,209,disgust,8.075573,9.2670555
1603,21,210,pleased,8.112582,9.153474
1604,25,1,contempt,11.537581,8.851581
1605,25,2,contempt,15.805211,8.564438
1606,25,3,shocked,15.854751,8.496561
1607,25,4,shocked,16.157661,8.42622
1608,25,5,shocked,16.292875,8.409717
1609,25,6,shocked,16.307589,8.422533
1610,25,7,shocked,16.32912,8.448765
1611,25,8,sad,16.344788,8.457594
1612,25,9,sad,16.355461,8.492356
1613,25,10,sad,16.384638,8.4826
1614,25,11,sad,15.855837,8.655336
1615,25,12,sad,15.820676,8.63346
1616,25,13,shocked,15.796022,8.604574
1617,25,14,shocked,16.373888,8.508911
1618,25,15,shocked,16.354553,8.540183
1619,25,16,shocked,16.349733,8.580947
1620,25,17,shocked,16.340477,8.574988
1621,25,18,shocked,16.349287,8.606554
1622,25,19,shocked,16.356873,8.630117
1623,25,20,shocked,16.337029,8.949924
1624,25,21,shocked,16.322104,9.021078
1625,25,22,shocked,15.911464,8.702441
1626,25,23,shocked,15.893685,8.687374
1627,25,24,shocked,15.897419,8.677364
1628,25,25,shocked,16.28352,8.989011
1629,25,26,shocked,16.236792,9.047001
1630,25,27,shocked,16.244287,9.077192
1631,25,28,shocked,16.252544,9.067619
1632,25,29,shocked,16.261278,9.061621
1633,25,30,shocked,16.2389,9.059049
1634,25,31,shocked,16.21087,9.050831
1635,25,32,shocked,16.19149,9.066857
1636,25,33,shocked,15.988428,8.888421
1637,25,34,shocked,16.006243,8.857334
1638,25,35,shocked,15.988395,8.850356
1639,25,36,shocked,16.204618,9.023247
1640,25,37,shocked,16.219744,9.105441
1641,25,38,shocked,16.193062,9.093831
1642,25,39,shocked,16.258646,9.119304
1643,25,40,shocked,16.236637,9.157931
1644,25,41,shocked,16.250183,9.143818
1645,25,42,shocked,16.233809,9.117912
1646,25,43,shocked,16.24014,9.039949
1647,25,44,shocked,15.839921,8.579264
1648,25,45,shocked,15.842344,8.596242
1649,25,46,shocked,15.843742,8.639346
1650,25,47,shocked,16.252722,9.082791
1651,25,48,shocked,16.26105,9.090158
1652,25,49,shocked,16.237722,9.1045265
1653,25,50,shocked,16.2243,9.092354
1654,25,51,shocked,16.189068,9.064507
1655,25,52,shocked,15.862583,8.621105
1656,25,53,shocked,13.883475,6.699339
1657,25,54,shocked,13.748201,6.5258164
1658,25,55,shocked,13.661854,6.4876904
1659,25,56,shocked,13.553412,6.433864
1660,31,1,grin,9.196524,7.744169
1661,31,2,pleased,8.131024,8.2728615
1662,31,3,pleased,8.169773,8.073913
1663,31,4,contempt,8.213324,7.8245473
1664,31,5,contempt,8.472522,7.9989457
1665,31,6,contempt,8.58237,8.063854
1666,31,7,disgust,8.874025,8.24853
1667,31,8,pleased,8.78757,8.294039
1668,31,9,sad,8.710765,8.35284
1669,31,10,sad,8.702044,8.423615
1670,31,11,sad,8.914512,8.769185
1671,31,12,sad,8.896543,8.664512
1672,31,13,sad,8.876972,8.561153
1673,31,14,contempt,7.093702,7.8284903
1674,31,15,contempt,6.793755,7.8656864
1675,31,16,contempt,6.736997,8.054679
1676,31,17,contempt,6.554043,8.096399
1677,31,18,contempt,6.7522926,8.08918
1678,31,19,pleased,8.54992,8.085607
1679,31,20,pleased,8.621939,8.067593
1680,31,21,sad,8.6105995,8.051387
1681,31,22,disgust,8.929985,8.443315
1682,31,23,disgust,8.963047,8.730589
1683,31,24,disgust,8.923087,8.770569
1684,31,25,disgust,8.113017,8.762986
1685,31,26,contempt,8.0927105,8.716301
1686,31,27,contempt,8.103488,8.721593
1687,31,28,contempt,8.047626,8.638321
1688,31,29,contempt,8.100087,8.508059
1689,19,1,angry,6.6834803,5.6928763
1690,19,2,angry,6.7343125,5.73449
1691,19,3,angry,9.837236,10.135273
1692,19,4,angry,9.929091,10.384426
1693,19,5,angry,9.889813,10.3980255
1694,19,6,angry,9.902135,10.3754635
1695,19,7,angry,9.903177,10.339934
1696,19,8,angry,9.879012,10.270117
1697,19,9,angry,9.940664,10.088878
1698,19,10,angry,6.6866813,5.6080155
1699,19,11,angry,6.603593,5.616242
1700,19,12,contempt,6.620555,5.6175246
1701,19,13,contempt,6.593363,5.6021285
1702,19,14,contempt,6.600123,5.6154456
1703,19,15,contempt,6.614312,5.6532326
1704,19,16,contempt,6.665879,5.668924
1705,19,17,contempt,6.6131806,5.6455936
1706,19,18,angry,6.6485853,5.6429663
1707,19,19,angry,6.657847,5.656624
1708,19,20,angry,6.7413216,5.750322
1709,19,21,angry,6.7871885,5.792413
1710,19,22,angry,6.8203635,5.844004
1711,19,23,angry,6.8496194,5.875133
1712,19,24,angry,6.8377185,5.8338
1713,19,25,angry,6.7806654,5.7722154
1714,19,26,contempt,6.8819585,5.793261
1715,19,27,contempt,9.445475,5.250062
1716,19,28,contempt,9.721447,5.173903
1717,19,29,contempt,9.876082,5.204287
1718,19,30,contempt,10.110159,5.4404564
1719,19,31,disgust,10.506833,6.1582255
1720,19,32,disgust,10.826314,6.6947737
1721,19,33,disgust,4.712348,9.252765
1722,19,34,angry,7.108511,6.006717
1723,19,35,angry,7.0910845,6.003378
1724,19,36,angry,7.205451,6.024193
1725,19,37,disgust,4.749865,9.180488
1726,19,38,disgust,4.621186,9.27489
1727,19,39,pleased,4.4797173,9.310263
1728,19,40,pleased,4.450377,9.267398
1729,19,41,pleased,4.450429,9.221449
1730,19,42,pleased,4.3839035,9.285201
1731,19,43,pleased,4.339435,9.362929
1732,19,44,pleased,4.49974,9.411967
1733,19,45,sad,4.7115355,9.182997
1734,19,46,sad,4.8251476,8.953378
1735,19,47,contempt,4.423932,6.9091673
1736,19,48,contempt,4.3768954,6.820099
1737,19,49,laughing,4.397221,6.9103904
1738,19,50,laughing,4.37041,7.0544233
1739,19,51,laughing,3.8817656,8.648976
1740,19,52,sad,3.7624989,8.637161
1741,19,53,sad,3.8011813,8.6749935
1742,19,54,contempt,3.7834625,8.675498
1743,19,55,sad,4.4599795,8.719173
1744,19,56,sad,4.4244514,8.623589
1745,19,57,pleased,4.2813897,8.541318
1746,19,58,contempt,3.023606,9.270254
1747,19,59,contempt,3.0449758,9.24981
1748,19,60,contempt,4.2042327,8.492039
1749,19,61,contempt,13.362063,8.120779
1750,19,62,contempt,13.347337,8.137479
1751,19,63,contempt,13.183169,8.173048
1752,18,1,upset,8.841326,10.644763
1753,18,2,sad,11.387895,3.5295148
1754,18,3,disgust,8.074854,4.3703322
1755,18,4,disgust,8.067415,4.479489
1756,18,5,disgust,8.157503,4.3683033
1757,18,6,contempt,8.555506,3.3027325
1758,18,7,contempt,8.888417,2.9084017
1759,18,8,contempt,8.889449,2.8364186
1760,18,9,contempt,8.954524,2.8597631
1761,18,10,contempt,8.928328,2.8533974
1762,18,11,angry,8.014052,3.0953512
1763,18,12,angry,7.802741,3.0799148
1764,18,13,angry,7.630862,2.98541
1765,18,14,angry,7.86618,2.931124
1766,18,15,contempt,8.556057,2.60571
1767,18,16,contempt,8.558484,2.4863355
1768,18,17,contempt,8.606768,2.745482
1769,18,18,contempt,8.390787,4.0534315
1770,18,19,contempt,8.442096,3.938475
1771,18,20,contempt,8.360487,4.0063767
1772,18,21,contempt,8.389477,4.128974
1773,18,22,pleased,11.20132,3.359
1774,18,23,pleased,11.280107,3.4320285
1775,18,24,disgust,11.232387,3.3917224
1776,18,25,contempt,8.672193,4.2827044
1777,18,26,contempt,10.395234,4.549946
1778,18,27,pleased,11.756771,4.880994
1779,18,28,pleased,11.731019,4.8731813
1780,18,29,grin,11.768826,4.9103246
1781,18,30,grin,11.77765,4.8961987
1782,18,31,grin,11.999854,4.8752017
1783,18,32,grin,12.201043,4.9933796
1784,18,33,unpleasant,11.246281,3.57102
1785,18,34,unpleasant,11.103401,3.3709638
1786,18,35,pleased,11.102458,3.366148
1787,18,36,pleased,7.7308626,2.752249
1788,18,37,pleased,9.071395,9.772502
1789,18,38,angry,8.94973,9.95483
1790,18,39,disgust,11.053574,3.427384
1791,18,40,disgust,10.979389,3.308803
1792,18,41,disgust,8.6331415,3.0992584
1793,18,42,contempt,8.06779,4.3697166
1794,30,1,upset,8.86048,9.920177
1795,30,2,upset,9.526408,9.366392
1796,30,3,upset,9.550681,9.364177
1797,30,4,upset,9.561983,9.345269
1798,30,5,upset,9.643066,9.224757
1799,30,6,grin,9.66461,9.1049385
1800,30,7,grin,9.740734,8.977576
1801,30,8,grin,9.750042,8.993786
1802,30,9,grin,9.798911,8.959026
1803,30,10,grin,9.830526,8.915796
1804,30,11,pleased,9.770752,8.784363
1805,30,12,pleased,9.899645,8.574647
1806,30,13,pleased,9.922473,8.522592
1807,30,14,grin,12.169646,7.631024
1808,30,15,grin,12.23672,7.4134893
1809,30,16,grin,12.449019,7.4991655
1810,30,17,grin,12.6106205,7.663225
1811,30,18,grin,12.642094,7.666369
1812,30,19,grin,12.6910095,7.692797
1813,30,20,contempt,12.720978,7.694938
1814,30,21,contempt,12.701121,7.7282386
1815,30,22,sad,9.233252,8.596357
1816,30,23,sad,9.194286,8.570086
1817,30,24,sad,9.154374,8.5173235
1818,30,25,contempt,12.662293,7.688425
1819,30,26,contempt,6.0420084,8.699997
1820,30,27,contempt,6.068708,8.71951
1821,30,28,contempt,6.012252,8.7217245
1822,30,29,angry,8.8989525,8.69238
1823,30,30,upset,9.273854,9.291552
1824,30,31,upset,9.493557,9.403379
1825,30,32,upset,9.503553,9.384403
1826,30,33,upset,9.509638,9.369503
1827,30,34,upset,9.550483,9.34797
1828,30,35,upset,9.548345,9.338312
1829,24,1,pleased,4.756524,8.361082
1830,24,12,unpleasant,10.732597,7.592434
1831,24,13,unpleasant,7.4861503,12.506544
1832,24,14,unpleasant,7.5041037,12.481855
1833,24,15,unpleasant,7.457118,12.542486
1834,24,16,unpleasant,7.4894376,12.516031
1835,24,17,unpleasant,7.483298,12.524778
1836,24,18,unpleasant,7.4520373,12.557925
1837,24,19,unpleasant,7.4384556,12.570788
1838,24,20,unpleasant,7.444704,12.565256
1839,24,21,unpleasant,7.4405737,12.566172
1840,24,22,unpleasant,7.4357133,12.57035
1841,24,23,unpleasant,7.4227943,12.601902
1842,24,24,unpleasant,7.426099,12.587315
1843,24,25,unpleasant,7.393384,12.620422
1844,24,26,unpleasant,7.4037185,12.610088
1845,24,27,unpleasant,7.3985014,12.615012
1846,24,28,unpleasant,7.391151,12.62171
1847,24,29,unpleasant,7.3978796,12.615029
1848,24,30,unpleasant,7.38987,12.620305
1849,24,31,unpleasant,7.3958135,12.599387
1850,24,32,angry,6.8334675,5.797562
1851,24,33,disgust,7.799682,4.0846696
1852,24,34,disgust,7.762303,4.023664
1853,24,35,disgust,7.7717657,3.9850247
1854,24,36,contempt,7.7179275,3.9311373
1855,24,37,contempt,7.7370872,3.9504375
1856,24,38,contempt,7.734274,3.9810786
1857,24,39,contempt,7.685602,4.016009
1858,24,40,contempt,7.6469426,4.0818343
1859,24,41,contempt,7.7004566,4.098642
1860,24,42,contempt,7.8825665,4.37199
1861,24,43,contempt,8.110183,4.6475873
1862,24,44,angry,9.953573,10.444768
1863,24,46,angry,9.983466,10.495482
1864,24,47,contempt,7.6771207,4.020337
1865,24,48,contempt,7.678427,3.9979184
1866,24,49,contempt,7.657642,4.0064735
1867,24,50,contempt,7.671819,4.056952
1868,24,51,contempt,7.6860466,4.0872693
1869,24,52,contempt,7.982043,4.496018
1870,24,53,contempt,8.121557,4.704412
1871,24,54,contempt,8.191827,4.75242
1872,24,55,angry,9.998363,10.506611
1873,24,57,angry,10.04157,10.561493
1874,24,58,contempt,7.84432,3.8412528
1875,24,59,contempt,7.7512693,3.9252436
1876,24,60,contempt,7.732945,3.9559383
1877,24,61,contempt,7.6821413,3.9835138
1878,24,62,contempt,7.6699,3.9973445
1879,24,63,contempt,7.675794,4.00238
1880,24,64,contempt,7.661606,4.0085917
1881,24,65,contempt,7.681514,4.0136304
1882,24,66,angry,9.989776,10.493479
1883,24,68,angry,10.013897,10.533339
1884,24,69,contempt,7.6519513,4.0342293
1885,24,70,contempt,7.6699896,4.05285
1886,24,71,contempt,7.981538,4.3557
1887,24,72,disgust,8.076829,4.411977
1888,24,73,pleased,8.56587,5.8746986
1889,32,1,grin,10.610266,7.8186374
1890,32,2,disgust,7.7742734,8.920391
1891,32,3,disgust,7.566443,8.60702
1892,32,4,disgust,7.4524527,8.416558
1893,32,5,pleased,7.3741593,8.27052
1894,32,6,pleased,7.2784863,8.218249
1895,32,7,sad,7.1040134,8.246305
1896,32,8,contempt,7.0726123,8.196001
1897,32,9,contempt,6.8996453,8.188855
1898,32,10,contempt,6.8371134,8.160568
1899,32,11,disgust,9.199556,8.217121
1900,32,12,disgust,9.108479,8.198942
1901,32,13,disgust,9.165512,8.235846
1902,32,14,contempt,6.269055,8.046134
1903,32,15,contempt,6.1026206,8.1319275
1904,32,16,contempt,6.0555205,8.32393
1905,32,17,contempt,5.996168,8.396137
1906,32,18,contempt,6.0400605,8.377347
1907,32,19,contempt,6.006589,8.139502
1908,32,20,pleased,6.084373,8.122658
1909,32,21,pleased,9.280546,8.204637
1910,32,22,sad,9.315648,8.137479
1911,32,23,disgust,9.11435,8.281595
1912,32,24,disgust,7.1443095,7.999006
1913,32,25,disgust,7.243399,7.915391
1914,32,26,disgust,7.2798305,7.904154
1915,32,27,disgust,7.3835273,7.941136
1916,32,28,disgust,7.4497666,7.9717927
1917,27,1,contempt,9.038768,2.9552448
1918,27,2,contempt,8.489943,2.401876
1919,27,3,pleased,6.1981616,6.6691756
1920,27,4,pleased,6.1584086,6.7601347
1921,27,5,pleased,6.163577,6.757692
1922,27,6,pleased,6.2933626,6.7857723
1923,27,7,contempt,6.387755,6.8329444
1924,27,8,contempt,6.4087157,6.9088864
1925,27,9,contempt,6.426666,7.029147
1926,27,10,contempt,6.4086003,7.028557
1927,27,11,pleased,6.400353,6.9578695
1928,27,12,contempt,8.374428,3.0844326
1929,27,13,contempt,8.316365,3.115713
1930,27,14,contempt,8.259484,3.149883
1931,27,15,contempt,5.7590337,7.2757807
1932,27,16,disgust,4.734514,6.0568686
1933,27,17,disgust,4.7350945,6.0486145
1934,27,18,disgust,4.6986523,6.0998507
1935,27,19,contempt,4.6598744,6.602153
1936,27,20,pleased,4.4233284,9.35271
1937,27,21,pleased,4.344532,9.46312
1938,27,22,pleased,4.216174,9.496682
1939,27,23,disgust,4.377457,9.415583
1940,27,24,disgust,9.128727,3.0392952
1941,27,25,disgust,9.049063,2.9654
1942,27,26,disgust,9.0583935,2.9856212
1943,27,27,disgust,9.119079,3.025013
1944,27,28,disgust,9.236334,3.0899575
1945,27,29,disgust,9.283776,3.0942304
1946,27,30,disgust,9.343633,3.144247
1947,27,31,disgust,9.2376175,3.0940974
1948,27,32,disgust,8.880872,2.9504693
1949,27,33,contempt,8.693306,2.9319892
1950,27,34,contempt,8.285265,3.1104665
1951,27,35,contempt,8.273699,3.161059
1952,27,36,contempt,8.268119,3.174424
1953,27,37,contempt,8.319227,3.1253111
1954,27,38,contempt,8.450681,3.0512881
1955,27,39,sad,8.448772,3.114946
1956,27,40,sad,8.465714,3.1056542
1957,27,41,disgust,8.42888,3.1017048
1958,27,42,disgust,8.545236,3.0130057
1959,27,43,contempt,8.682159,3.0637114
1960,27,44,contempt,8.8231945,3.309639
1961,27,45,contempt,8.939877,3.6128025
1962,27,46,contempt,8.951454,3.6160681
1963,27,47,contempt,8.930836,3.6096826
1964,27,48,contempt,8.943989,3.6129916
1965,27,49,disgust,8.955627,3.6217701
1966,27,50,disgust,9.344204,3.75301
1967,27,51,disgust,9.680889,3.831203
1968,27,52,disgust,9.73683,3.8151116
1969,27,53,disgust,9.776015,3.6145484
1970,27,54,grin,9.799464,3.551144
1971,27,55,grin,9.772389,3.4883566
1972,27,56,grin,10.801486,4.483282
1973,27,57,grin,10.777216,4.503133
1974,27,58,grin,10.786275,4.5134745
1975,27,59,grin,10.8188505,4.512198
1976,27,60,grin,10.735273,4.4216056
1977,27,61,disgust,9.051157,2.4650977
1978,27,62,angry,10.021252,10.543831
1979,27,63,angry,10.064978,10.585317
1980,27,64,disgust,8.977069,2.467102
1981,27,65,disgust,9.002567,2.60267
1982,27,66,disgust,9.308495,2.6455166
1983,27,67,disgust,9.2002735,2.4136539
1984,27,68,disgust,9.196649,2.3925438
1985,27,69,disgust,9.193658,2.3344398
1986,27,70,disgust,9.233956,2.3156095
1987,27,71,disgust,9.228653,2.3033717
1988,27,72,unpleasant,9.342443,1.9160655
1989,27,73,unpleasant,9.36443,1.8370936
1990,27,74,unpleasant,9.36061,1.8430834
1991,27,75,unpleasant,9.336702,1.838061
1992,27,76,unpleasant,9.341251,1.8468488
1993,27,77,unpleasant,9.192909,2.040551
1994,27,78,unpleasant,9.137152,1.93114
1995,27,79,unpleasant,9.025783,1.9831512
1996,27,80,unpleasant,8.857515,2.018787
1997,27,81,unpleasant,9.009297,1.9294659
1998,27,82,unpleasant,8.974061,1.9121041
1999,27,83,unpleasant,8.934682,1.9618245
2000,27,84,unpleasant,8.608615,2.2509596
2001,27,85,unpleasant,8.561944,2.2949884
2002,27,86,contempt,8.474027,2.4858305
2003,27,87,contempt,8.312152,2.4973261
2004,27,88,contempt,8.362485,2.55951
